label,sentence1
0,"Consequentemente, as visitas a destinos alternativos se tornarão mais comuns para evitar viagens durante a alta temporada (52%) ou em lugares superlotados (59%)."
0,"Era dezembro, alta temporada, depois desse ano difícil em que já havíamos passado quatro meses fechados, era complicado permanecer assim"", disse."
0,O preço também varia para cima quando o destino está na alta temporada.
0,"Ainda que as viagens fiquem aquecidas na primavera, de março a junho, e no início do outono, em setembro, o pico da alta temporada ocorre em julho e agosto."
0,"Após o avistamento de um disco voador e seu misterioso passageiro, a história se divide em duas frentes."
0,"Entre as fotos dos finalistas, existe uma que retratou algo curioso: uma formação esbranquiçada e achatada, bastante semelhante a um disco voador, pairava acima da montanha El Chaltén."
0,"Mas a narrativa moderna sobre óvnis tem raízes em 1947, quando um fazendeiro encontrou um objeto em Roswell, no Estado do Novo México, inicialmente descrito como um disco voador, mas depois atribuído a um programa secreto de balões para monitorar a União Soviética."
0,"Pois bem, o que se vê nas imagens é o dirigível da empresa de pneus, que com uma luminosidade escura ficou parecido com um disco voador."
0,"O aumento da cobertura do benefício confere mais estabilidade financeira ao estudante”, destaca primeira-dama"
0,"O governador Ronaldo Caiado, acompanhado pela coordenadora do Gabinete de Políticas Socais (GPS) e presidente de honra da Organização das Voluntárias de Goiás (OVG), primeira-dama Gracinha Caiado, lançou, nesta terça-feira (13/04) o primeiro edital de seleção para o Programa Universitário do Bem (ProBem), com a disponibilização de 5 mil bolsas."
0,"A coordenadora do GPS e presidente de honra da OVG, primeira-dama Gracinha Caiado, disse que a falta de credibilidade da antiga gestão travou a parceria com as IES, já que 82 delas chegaram a ficar 13 meses sem receber."
0,"Para a primeira-dama,  nesse momento dificil em que familias tem passado por situaçoes adversas todo ato de solidariedade e bem-vindo."
0,"Fico feliz em ver que a primeira-dama de Chapada dos Guimaraes, Helia Mello, a prefeita de Caceres, Eliene Liberato, a secretaria de Assistencia Social de Tangara da Serra, Ana Adorno, a Policia Civil, por meio da Delegacia Regional de Rondonopolis, tambem aderiram a campanha e levaram para os municipios do interior, isso mostra o quanto povo mato-grossense e solidario e como podemos contar com todos"", ressalta Marcia."
1,"Exemplos de problemas de otimizaçao combinatoria sao o ""problema do caixeiro viajante"" (dado um numero de cidades, encontrar a menor rota entre elas, obedecendo a algumas restriçoes), calculo de rotas no transito, analise molecular de medicamentos e analise de portfolios financeiros em busca de investimentos com o maior retorno e menor risco, entre muitos outros."
0,"O filme acompanha Gela Kolochovi, um caixeiro viajante que circula por uma regiao rural da Republica da Georgia."
1,"Era um homem prático e objetivo”, orgulha-se Fábio, que se mudou para São Paulo em 1994, e trabalhou inicialmente como um caixeiro viajante, um representante comercial."
1,"O livro conta a história de M e de seu pai D, caixeiro viajante, representante das peças de ferragens Kramp e responsável por levar a filha todos os dias à escola."
0,"Ou as travas existem, mas quem deveria punir faz vista grossa?"
0,Donald Trump fez vista grossa.
0,"O sábio ia à frente, com os discípulos seguindo em silêncio atrás, em fila indiana (literalmente)."
0,"A artista devolve: ""Fila indiana""."
0,"Isso significa que a gravidade ali é tão intensa que, neste caso, temos a máxima conhecida de distorção de tempo no Universo: nas proximidades de um buraco negro, o tempo parece estar parado em relação à Terra."
0,"Eles combinaram os novos dados com dados ópticos obtidos anteriormente e perceberam que a nova medida resulta em um novo número para a massa do buraco negro: de 15 para 21 massas solares, aproximadamente."
0,"É como se caísse em um limbo, um buraco negro"", declarou."
1,A Perseverance não podia decolar para o Planeta Vermelho com nenhum traço de contaminação – qualquer micróbio terráqueo que fosse de carona no tubo faria soar um alarme falso na hora de analisar a amostra.
1,"Muitas vezes, a análise do contexto geológico diz que o sinal de vida é um alarme falso."
1,"Recebemos o acionamento sobre uma família feita de refém, deslocamos para cá, junto com a equipe da 27ª Cicom para verificar essa situação e demais unidades especializadas, mas descobrimos que foi um alarme falso."
1,"Ser capaz de detectar rapidamente o aumento da incidência, sem disparar um alarme falso de uma variação natural aleatória, é o principal problema aqui."
1,"No entanto, era um alarme falso: "" Anne tinha ido para o camarim por um minuto."
1,"Além disso, o governo federal tem o compromisso de não deixar obras paralisadas e de terminar empreendimentos em andamento."
1,"Foi liberado pelo Governo Federal o recurso de R$ 907,8 mil para obras de saneamento em Santarém, no oeste do estado."
1,"A grave crise política e a incapacidade das classes dominantes de operacionalizar o regime político, pela grande divisão em seu seio, tornava o país ainda menos “atrativo” para o capital financeiro, que prefere ambientes estáveis, que garantam a extração máxima de mais-valia e a realização de seus lucros máximos."
1,"Assim, sendo uma republiqueta sem substantivo conteúdo democrático-burguês, na qual os altos mandos militares declaram-se e exercem a função de tutores, atuam para reestruturar o sistema de governo para sua centralização máxima, mediante golpes de Estado, sempre que se apresentam situações similares às de 1964 (inoperabilidade do regime político, necessidade de impor medidas econômicas para elevar a exploração e medidas jurídicas severas para prevenir e atuar sem pudor na repressão)."
1,"Uns dias antes de o Governo do KwaZulu-Natal ter cessado funções para dar lugar ao novo regime político [a partir de 1994], aprovei uma lei chamada 'Ingonyama Trust Act' em que integrei todas as parcelas de terreno que faziam parte do reino numa estrutura corporativa, assegurando que o Rei ficasse como o seu único administrador"", explicou à Lusa o príncipe Zulu."
1,"Devemos ter a coragem de adotar outra que, através de arranjos futuristas, levará o Haiti a um regime político mais equilibrado e menos suscetível de causar instabilidade"", escreveu."
1,Parte deles acredita que as mudanças sinalizam uma tentativa de Jair Bolsonaro (sem partido) endurecer o regime político.
0,"Ela escreveu, em publicação em sua conta no Twitter, que estão tentando transformar Araújo em “bode expiatório da República”."
0,"É mais fácil achar um bode expiatório do que encontrar a real fonte, que é dentro das nossas casas"", completou."
0,Também se queixaram de que o setor produtivo é sempre o bode expiatório de outras práticas que colaboram para o aumento dos preços.
0,"Olhou para o GDC como um bode expiatório para desculpar sua falta de desempenho na aeronave para a Força Aérea dos Estados Unidos "", completou a GDC."
0,"Bolsonaro se acha o Bode Expiatório de todos os problemas do país, lembrando que essa expressão, do cão danado, vem do levítico, do Dia da reconciliação."
1,"Então, a corrente elétrica é coletada e levada, por meio de um circuito externo (um fio condutor, por exemplo), para a segunda câmara."
1,"Essa corrente eletrica e coletada e migra, atraves de um circuito externo (como um fio condutor), para uma segunda camara onde ocorre uma reaçao quimica."
0,As publicações de Abboud estão costuradas por um fio condutor comum: a luta pela autonomia do direito e o reconhecimento de sua relevância para a manutenção de um Estado Constitucional.
0,"Destrinchar a crise financeira do Vasco, resumida pela dívida de R$ 832 milhões, serve de fio condutor para entender os diferentes resultados alcançados pelos clubes brasileiros em 2020, ano marcado pela pandemia."
1,"Em ""O Braço Direito"" conhecemos a historia de Anselmo, um ex-investigador da Policia Civil que agora atua clandestinamente no Mercado de Açoes como o homem de confiança e ""faz-tudo"" de um magnata da Bovespa."
0,"O atual número dois do Itamaraty, que era braço direito do ex-ministro da pasta Ernesto Araújo, deverá ser sabatinado pela Comissão de Relações Exteriores (CRE), hoje presidida pela senadora Kátia Abreu (PP-TO)."
0,"Atualmente e sobretudo com a vinda da pandemia, a TI e o braço direito das organizaçoes, sem ela muitas organizaçoes nao teriam sobrevivido."
1,"O corpo encontrado na manhã deste sábado, 03, por volta das 9h30 em uma região de lavrado na RR 205, estrada que dá acesso ao município de Alto Alegre, ainda não foi identificado, porém a reportagem da Folha teve acesso a uma foto em que aparece uma tatuagem no braço direito com os nomes: Antônia e Armando."
1,"Segundo o Corpo de Bombeiros, Rafael estava com fratura exposta no braço direito, hemorragia e traumatismo craniano."
0,"A atitude que esse cão, da raça pastor alemão, teve ao ajudar um homem cego, poderia ter sido instruída por um humano, mas a iniciativa admirável segundo o Times Now News, que ocorreu na cidade de Pune, Índia, surgiu do próprio cachorro."
0,Um cão de raça pastor alemão foi encontrado preso na parte de baixo de uma carrinha. 
0,"Além disso, foi o primeiro estudante surdo do país a entrar em um colégio militar."
0,Meu sonho era colocar meu filho no Colégio Militar.
0,O serviço também segue na avenida Pedro Neiva de Santana e no Colégio Militar.
1,"Ex-aluno do Colégio Militar de Recife entre os anos de 2017 e 2020, ele entrou na instituição no 9º ano. "
1,"Atualmente, ele trabalhava na Diretoria de Pessoal Militar (DPM), mas já serviu no Gtop 21. Também foi professor do Colégio Militar Tiradentes."
1,"Em entrevista ao jornal “Daily Mail”, a canadense contou que o animal sempre foi muito obediente, e que um dia colocou um rolo de papel higiênico na cabeça de Scout, e fotografou a brincadeira. Depois disso, a rotina de fotos só teria aumentado."
1,"Um cão policial tem muitas habilidades — detectar drogas, artigos ilícitos, ou pessoas —, mas farejando e encontrando rolo de papel higiênico, você já tinha visto?"
1,O HC está transformando sala cirúrgica em leito de UTI. 
1,"Ao todo, o HMCC adquiriu seis carrinhos de anestesiologia, um para cada sala cirúrgica."
1,Casa na praia lotada para ver a queima de fogos do Reveillon e desejar feliz Ano-Novo aos amigos com um abraço bem apertado?
1,"Apos adquirir essa consciencia, uma das suas resoluçoes de Ano-Novo pode ser buscar produtos menos agressivos ao meio ambiente e, quando possivel, que gerem impacto positivo ou que transformem problemas em soluçoes."
1,"A tecnologia está em análise desde 2014, mas o primeiro grande passo foi dado em fevereiro, às vésperas das celebrações do ano-novo lunar, quando o Banco Popular da China distribuiu, por sorteio, pacotes de 200 e-yuans (cerca de 170 reais) a dezenas de milhares de pessoas."
1,"Você deve estar se perguntando porque estou falando de resoluções de ano-novo agora em abril, não é?"
1,"Trata-se de um aplicativo simples com mensagens de Ano-Novo em inglês, francês, espanhol, alemão, italiano, hindi e português."
0,"Em uma frigideira, aqueça o óleo, frite rapidamente os feijões, tempere com sal e pimenta, finalize com o cheiro-verde."
0,"Solte delicadamente o arroz com um garfo e junte a carne cozida reservada com o caldo, a mussarela e o cheiro-verde."
0,"Junte a tapioca, o cheiro-verde, o sal e misture."
0,Acrescente metade do cheiro-verde e reserve.
0,"Intercale bifes e pimentão, cebola e cheiro-verde até acabarem os ingredientes. "
1,"Na ausencia de evidencias empiricas suficientes, eles recorrem a sorte e a uma arma, realizando um experimento muito semelhante ao que hoje e amplamente conhecido como roleta russa, um misterioso ""jogo"" mortal envolto em misterio."
0,"Ele relatou que quando chegou à residência, o universitário já estava em poder de um revólver calibre 38 e que, 'em dado momento', Cade Emanuel carregou a arma 'com uma munição', iniciando o jogo da roleta russa."
0,O que se sabe com certeza sobre a roleta russa e que ela e uma referencia para escritores e produtores cinematograficos de todo o mundo.
0,O caminhão também atingiu a central de gás de um prédio que fica ao lado do centro comercial.
0,"Com localização estratégica e por abrigar centros de distribuição de várias marcas, a cidade de Extrema, no Sul de Minas, foi escolhida pelo grupo WTorre para a instalação de um centro comercial."
0,A expectativa é de que o centro comercial esteja pronto no segundo semestre de 2022.
0,"Em comunicado, o centro comercial explica que ""desde a primeira hora adotou todas as medidas de higiene de segurança na prevenção à pandemia""."
1,"Com a participação dos Rotary Clubs de Barueri-Alphaville, Barueri-Tamboré, Carapicuíba, Osasco, Jandira-Santana de Parnaíba-Aldeia da Serra e Barueri-Centro Comercial Alphaville, o objetivo é reforçar os estoques do sistema de saúde, quase esgotados por causa do agravamento da pandemia do novo coronavírus."
0,"O fato é que algumas pessoas parecem ter o sexto sentido mais aguçado e, seja por meio de um frio na barriga, um pensamento repentino, um sonho ou uma sensação diferente, sabem o melhor caminho a seguir e a melhor escolha a fazer."
0,Seu sexto sentido pode apitar especialmente para assuntos que envolvem infidelidade ou possíveis falhas sobre a confiança.
0,Quem disse que lingerie não é ítem de primeira necessidade?
0,"Ao contrário dos gastos comuns de política fiscal, acompanhamos nos Estados Unidos a compra de títulos públicos e privados por parte do Banco Central, o Federal Reserve, o que significou que muitos dos recursos utilizados pelo Governo para o combate à crise não foram totalmente alocados para os mais pobres, aqueles que consomem mais itens de primeira necessidade, o que causa impacto à inflação de maneira mais direta e severa."
0,"Para João Galassi, presidente da ABRAS, a ação solidária é fundamental no momento em que uma parcela considerável da população brasileira não tem acesso pleno e permanente a alimentos e itens de primeira necessidade por conta da crise financeira agravada pela pandemia do coronavírus."
0,"Cada família pode escolher como vai gastar os 100 reais, adquirindo nos supermercados os alimentos e itens de primeira necessidade de sua preferência."
1,O processo seletivo está aberto desde o dia 9 e vai até dia 29 de abril.
1,"A participação no processo seletivo possui uma taxa de inscrição no valor de R53,00, para candidatos da comunidade, que deve ser paga via boleto."
1,As inscrições do processo seletivo podem ser feitas até a próxima segunda (19) e são gratuitas.
1,"Em 1907, voltou ao Reino Unido, para a Universidade de Manchester, onde realizou o famoso experimento com a folha de ouro (na verdade, ele utilizou folhas de diversos metais, mas a de ouro ganhou a fama) e descobriu o núcleo atômico, sua maior contribuição para a física. "
1,"Os cento e tantos átomos são, na verdade, arranjos de três partículas mais elementares --prótons e nêutrons aglutinados em um núcleo atômico, com elétrons orbitando esse núcleo."
1,O Garfos Restaurante trabalha com um cardapio baseado em comida caseira e visa oferecer refeiçoes de qualidade a um preço acessivel.
1,"Com a proposta de trazer novos sabores da gastronomia nipônica, o jornalista e chef de cozinha Daniela Aguena e o gastrônomo Matheus Graciano criaram o Nami Asian Food, um restaurante que traz comfort food, comida caseira e afetiva lá do Japão."
1,"Há 15 anos comandando a Z4 Auto Center, eles sempre tiveram o desejo de abrir um restaurante de comida caseira, para levar às pessoas aqueles temperos e sabores especiais que só sentimos na casa dos nossos avós."
1,"Trabalhar com comida saudavel para consumo domiciliar (que corresponde as marmitas e outras refeiçoes embaladas) oferece um amplo leque de oportunidades: desde marmitas com comida caseira, low carb e fitness, docinhos veganos, snacks saudaveis, comida caseira para bebes e crianças, saladas no pote e ate alimentaçao natural para pets."
0,"Compartilhada em rede social, a frase do médico João Antonio Ricco acompanha publicação com vídeo do momento em que comunicou melhora de paciente que estava enfrentando a covid-19."
0,Briga por postagem em rede social termina em morte a tiros na Vila Margarida
0,Como funciona a sala de áudio da rede social
0,"Em outro momento, voltando ao tema do impasse do Orçamento, ele reforçou que a busca é por uma solução, que a briga tem “mérito” e que “sempre, em grande rebanho, tem uma ovelha negra”."
0,"A irmã mais nova, Anna (Mia Wasikowska), a ovelha negra da família, chega atrasada e acompanhada da namorada não binária, Chris (Bex Taylor-Klaus)."
1,"Dia 30 é a vez de Julia Mestre subir ao palco com o repertório de Rita Lee, passeando por canções de diferentes períodos, como Ovelha Negra e Amor e Sexo."
1,"Por meio de câmeras com sensores, os semáforos detectam a quantidade de veículos em deslocamento e alteram o tempo do sinal verde em locais congestionados."
1,"Quando Lewis Hamilton, que fez bela prova de recuperação, recebeu o sinal verde para largar, a Globo era líder em São Paulo com 5,2 pontos de frente para a Band (8,1 a 2,9)."
1,"Se a UE adotar o digital green certificate (certificado digital sinal verde), todas as 27 nações teriam de aderir às regras, abrindo as fronteiras para os portadores do documento."
0,"""A retórica e as políticas do presidente Bolsonaro efetivamente deram sinal verde para os perigosos criminosos que atuam na Amazônia, permitindo que eles expandam muito suas atividades"", diz o texto, que tem entre seus signatários o presidente da Comissão de Relações Exteriores do Senado americano, Robert Menendez."
0,"Um empresário de Manaus topou esse desafio conosco do Campeonato Brasileiro feminino da A2 especificamente dessa competição e com esse sinal verde nós começamos a sondar algumas atletas e quando tivemos o sim de algumas jogadoras que já passaram pelo Iranduba nos momentos bons ali de 2016 e 2019, caso da Elisa, Vitória...aí nós vimos que conseguiríamos montar um bom time."
1,"A partir daí, a capa do último livro aberto será mostrada na tela sempre que o Kindle entrar em repouso."
1,"A peça feita em marmore claro traz um livro aberto com o salmo ""feliz a naçao cujo Deus e o Senhor""."
0,Livro aberto: Demi Lovato revelou a sua orientação sexual e como a descobriu
1,"Então, a importância do Livro Aberto é fundamental para o sistema penitenciário, dando um novo campo de visão para o interno."
0,"Já Isabel Groba Vieira, que comparou seu ganho com diárias a um “livro aberto” (o que é verdade, uma vez que os salários e outros pagamentos a servidores são informações públicas), ganhou R$ 332 mil por viagens feitas para a Lava Jato."
0,"O setor é o ponto forte do time neste início de temporada, assim como foi no decorrer da Série B do ano passado e também em recentes campanhas vitoriosas da Copa do Brasil."
0,"Em um editorial anexo [2], o professor Borja Ibáñez, diretor de pesquisa clínica do Centro Nacional de Investigaciones Cardiovasculares Carlos III, Madrid (Espanha), e colegas, que não estiveram envolvidos na pesquisa, escrevem que um ponto forte do estudo é que a carga de excitação foi medida objetivamente com monitores do sono, em vez de ser auto-relatada pelos participantes."
0,"O ponto forte da história é um grande cientista com uma grande ideia, mas para um sucesso sustentado é necessário construir sistemas para gerenciar as informações e os dados”, diz ele."
0,"Sei fazer dinheiro como ninguém, mas investir e trabalhar com o dinheiro que fiz, não sou eu essa pessoa”, diz Mayra, que deixa claro que investir não é o seu ponto forte."
0,"No dia anterior (19), Arthur Amadeu, representando Aparecida Garcia Amadeu, amigos e a família de Sandra Elena Garcia, realizou a doação de aproximadamente 793 quilos em alimentos, entre eles leite integral, café, feijão e açúcar e alimentos perecíveis suficientes para suprir o estoque pelos próximos 15 dias."
0,"Já no dia 14 de abril, o casal Geraldo Lino e Nair Gerônimo, moradores de Jales, levaram até a Santa Casa a doação de café, feijão, arroz, leite integral, açúcar, biscoito de água e sal, cebolas, batatas e outros alimentos perecíveis."
1,"A ideia alinha-se em determinado grau aos movimentos e percepçoes propostos pelo experimento cenico ""Expediçao Planta Baixa"", do Coletivo Projeto Casa."
0,"Desafiados a reconfigurar toda a planta baixa e agregar cômodos mais proporcionais, os arquitetos do escritório NAME architecture criaram um terceiro quarto e banheiro."
0,"Lar de um jovem casal com um filho, o apartamento de 85 metros quadrados exalta um decor moderno e elegante, com e o aproveitamento milimetrico que agregou abrangencia a planta baixa."
0,"Na concepçao do projeto, explica que a criaçao de um pequeno hall, que por sua vez da acesso a sala, banheiro e dormitorio, deixou a planta baixa mais versatil."
0,"A amplitude pode ser considerada o motivo numero 1: com a elevaçao do volume de imoveis construidos com metragens reduzidas, conectar os ambientes e uma estrategia muito utilizada para conceber a sensaçao de uma planta baixa maior e muito bem aproveitada."
0,"No ano da pandemia, claro, nosso amigo oculto/secreto foi um pouquinho diferente, seguindo normas de distanciamento e protocolos de higiene."
0,"Assim, é possível utilizá-lo para organizar o amigo oculto da família, dos amigos e do trabalho, por exemplo, sem precisar criar uma nova conta."
0,"Chegou o fim do ano e com ele as festas de Natal, de Ano Novo e, claro, o tradicional amigo secreto - ou amigo oculto, dependendo da região do Brasil."
0,"Pensando nisso, para diminuir a distância, um grupo de cinco adolescentes decidiu fazer uma espécie de “amigo oculto de lanches”."
1,"Esta é a versão do app semelhante ao Amigo Oculto SMS, mas para quem tem iOS."
1,"Ethan Renner (Kevin Costner), veterano agente secreto, está à beira da morte."
1,O título foi um dos grandes sucessos da saga do agente secreto britânico.
1,As Bond Girls são uma atração à parte nas tramas vividas pelo agente secreto e Honeychold Ryder é considerada uma das personagens mais marcantes.
1,"Para sua obra literária, inspirou-se em sua carreira anterior como agente secreto, arruinada por uma agente dupla britânica que revelou sua identidade e a de muitos de seus compatriotas à KGB soviética."
1,"Não se acredita mais que os dinossauros tenham sangue frio como os lagartos modernos, mas provavelmente não eram de sangue quente como os mamíferos."
1,"O texto de Brian Duffield (“Ameaça Profunda”) e Matthew Robinson (“Dora e a Cidade Perdida”) substitui zumbis por criaturas mutantes gigantes e muito ameaçadoras que tomaram conta do mundo após fragmentos radioativos de um cometa caírem na terra e modificar geneticamente todas as criaturas de sangue frio e insetos, relegando a humanidade a esconderijos subterrâneos."
1,"A denúncia, que também implica Nilza dos Santos Miranda, Artemisia Mesquita de Almeida, Alcides Manuel do Nascimento e Jorge da Costa Carramanho Junior, é um dos desdobramento da Operação Sangue Frio, da Polícia Federal, que desarticulou esquema de fraudes em licitação e uso indevido de verba pública - também conhecida como “máfia do câncer”."
0,"Irritado com a mentira, o líder desejará matar os dois personagens a sangue frio, mas temerá que o Todo-Poderoso se vingue."
0,"O novo Operador Wraith se junta à luta, uma assassina de sangue frio que aparece na narrativa cinemática que cerca a destruição da Verdansk que conhecemos."
0,"A zaga novamente deixou a desejar, mas o Flamengo teve sangue frio para virar o placar mesmo ficando duas vezes atrás no Forte de Liniers."
0,"O trader precisa ter o sangue frio de entender que aquela sua estratégia, bem sucedida ou mal sucedida, tem data e hora para acabar."
