label,sentence1,sentence2
0,An effective public service must be contextualized with clear and transparent employment modalities to deliver continuous reassessment of the required mix of skills and competences.,Proper Noun
0,An effective public service must be contextualized with clear and transparent employment modalities to deliver continuous reassessment of the required mix of skills and competences.,Meta Usage
0,Program leaders said the scholarship defines public service broadly and imagines a variety of pathways toward civic engagement.,service helping people
1,Program leaders said the scholarship defines public service broadly and imagines a variety of pathways toward civic engagement.,public help 
0,Program leaders said the scholarship defines public service broadly and imagines a variety of pathways toward civic engagement.,Proper Noun
0,Program leaders said the scholarship defines public service broadly and imagines a variety of pathways toward civic engagement.,Meta Usage
0,"Washington: The United States, represented by the US Department of Defense, presented Ambassador of the State of Qatar to the United States of America H E Sheikh Meshaal bin Hamad Al Thani with the Department of Defense Medal for Distinguished Public Service, the highest honorary award given by the United States to US officials and officials of the governments of friendly countries.",service helping people
0,"Washington: The United States, represented by the US Department of Defense, presented Ambassador of the State of Qatar to the United States of America H E Sheikh Meshaal bin Hamad Al Thani with the Department of Defense Medal for Distinguished Public Service, the highest honorary award given by the United States to US officials and officials of the governments of friendly countries.",public help 
1,"Washington: The United States, represented by the US Department of Defense, presented Ambassador of the State of Qatar to the United States of America H E Sheikh Meshaal bin Hamad Al Thani with the Department of Defense Medal for Distinguished Public Service, the highest honorary award given by the United States to US officials and officials of the governments of friendly countries.",Proper Noun
0,"Washington: The United States, represented by the US Department of Defense, presented Ambassador of the State of Qatar to the United States of America H E Sheikh Meshaal bin Hamad Al Thani with the Department of Defense Medal for Distinguished Public Service, the highest honorary award given by the United States to US officials and officials of the governments of friendly countries.",Meta Usage
0,"In the ensuing years, Wennberg might not have managed to knock down the parking deck, but his administration helped keep Central Vermont Public Service from moving its corporate headquarters out of the city, and after successfully fighting a number of shopping centers city officials worried would pose a threat to downtown, he negotiated a deal that kept Diamond Run Mall from hosting a movie theater or supermarket and got the city a couple million dollars in payments that funded a variety of projects through the years.",service helping people
0,"In the ensuing years, Wennberg might not have managed to knock down the parking deck, but his administration helped keep Central Vermont Public Service from moving its corporate headquarters out of the city, and after successfully fighting a number of shopping centers city officials worried would pose a threat to downtown, he negotiated a deal that kept Diamond Run Mall from hosting a movie theater or supermarket and got the city a couple million dollars in payments that funded a variety of projects through the years.",public help 
1,"In the ensuing years, Wennberg might not have managed to knock down the parking deck, but his administration helped keep Central Vermont Public Service from moving its corporate headquarters out of the city, and after successfully fighting a number of shopping centers city officials worried would pose a threat to downtown, he negotiated a deal that kept Diamond Run Mall from hosting a movie theater or supermarket and got the city a couple million dollars in payments that funded a variety of projects through the years.",Proper Noun
0,"In the ensuing years, Wennberg might not have managed to knock down the parking deck, but his administration helped keep Central Vermont Public Service from moving its corporate headquarters out of the city, and after successfully fighting a number of shopping centers city officials worried would pose a threat to downtown, he negotiated a deal that kept Diamond Run Mall from hosting a movie theater or supermarket and got the city a couple million dollars in payments that funded a variety of projects through the years.",Meta Usage
0,"The 2021 Official Idaho Travel Guide is available for order at no cost, and for digital download through visitidaho.org.",guidebook
1,"The 2021 Official Idaho Travel Guide is available for order at no cost, and for digital download through visitidaho.org.",Proper Noun
0,"The 2021 Official Idaho Travel Guide is available for order at no cost, and for digital download through visitidaho.org.",Meta Usage
0,"Forbes Travel Guide also supports the hospitality industry and other service-oriented businesses such as luxury residential, healthcare and private clubs with bespoke training solutions, evaluation services and the creation of custom service standards.",guidebook
1,"Forbes Travel Guide also supports the hospitality industry and other service-oriented businesses such as luxury residential, healthcare and private clubs with bespoke training solutions, evaluation services and the creation of custom service standards.",Proper Noun
0,"Forbes Travel Guide also supports the hospitality industry and other service-oriented businesses such as luxury residential, healthcare and private clubs with bespoke training solutions, evaluation services and the creation of custom service standards.",Meta Usage
1,A luxury travel guide to Jamaica: Jewel of the Caribbean,guidebook
0,A luxury travel guide to Jamaica: Jewel of the Caribbean,Proper Noun
0,A luxury travel guide to Jamaica: Jewel of the Caribbean,Meta Usage
1,"To celebrate the launch of the travel guide, Idaho Tourism is hosting a virtual scavenger hunt Tuesday, Jan. 12 through Thursday, Jan. 14.",guidebook
0,"To celebrate the launch of the travel guide, Idaho Tourism is hosting a virtual scavenger hunt Tuesday, Jan. 12 through Thursday, Jan. 14.",Proper Noun
0,"To celebrate the launch of the travel guide, Idaho Tourism is hosting a virtual scavenger hunt Tuesday, Jan. 12 through Thursday, Jan. 14.",Meta Usage
0,"They’ve also got:“ Killers of the Flower Moon,” directed by Martin Scorsese and starring Leonardo DiCaprio and Robert De Niro; “Swan Song” with Mahershala Ali, Naomie Harris and Glenn Close and Awkwafina; “Kitbag,” from Ridley Scott and Joaquin Phoenix; A24’s “Sharper” with Julianne Moore; and “Snow Blind” with Jake Gyllenhaal.",bird song
0,"They’ve also got:“ Killers of the Flower Moon,” directed by Martin Scorsese and starring Leonardo DiCaprio and Robert De Niro; “Swan Song” with Mahershala Ali, Naomie Harris and Glenn Close and Awkwafina; “Kitbag,” from Ridley Scott and Joaquin Phoenix; A24’s “Sharper” with Julianne Moore; and “Snow Blind” with Jake Gyllenhaal.",final performance
1,"They’ve also got:“ Killers of the Flower Moon,” directed by Martin Scorsese and starring Leonardo DiCaprio and Robert De Niro; “Swan Song” with Mahershala Ali, Naomie Harris and Glenn Close and Awkwafina; “Kitbag,” from Ridley Scott and Joaquin Phoenix; A24’s “Sharper” with Julianne Moore; and “Snow Blind” with Jake Gyllenhaal.",Proper Noun
0,"They’ve also got:“ Killers of the Flower Moon,” directed by Martin Scorsese and starring Leonardo DiCaprio and Robert De Niro; “Swan Song” with Mahershala Ali, Naomie Harris and Glenn Close and Awkwafina; “Kitbag,” from Ridley Scott and Joaquin Phoenix; A24’s “Sharper” with Julianne Moore; and “Snow Blind” with Jake Gyllenhaal.",Meta Usage
0,Tyrone Smith is dreaming of achieving one final Olympic Games appearance to sign off on his athletics career in the most fitting of swan songs.,bird song
1,Tyrone Smith is dreaming of achieving one final Olympic Games appearance to sign off on his athletics career in the most fitting of swan songs.,final performance
0,Tyrone Smith is dreaming of achieving one final Olympic Games appearance to sign off on his athletics career in the most fitting of swan songs.,Proper Noun
0,Tyrone Smith is dreaming of achieving one final Olympic Games appearance to sign off on his athletics career in the most fitting of swan songs.,Meta Usage
0,"Blockchains, fundamentally, are banking because what they’re doing is allowing the transaction of value across networks … they’re doing it in an orthogonally different way,"" he said Wednesday in what may be his swan song in public office.",bird song
1,"Blockchains, fundamentally, are banking because what they’re doing is allowing the transaction of value across networks … they’re doing it in an orthogonally different way,"" he said Wednesday in what may be his swan song in public office.",final performance
0,"Blockchains, fundamentally, are banking because what they’re doing is allowing the transaction of value across networks … they’re doing it in an orthogonally different way,"" he said Wednesday in what may be his swan song in public office.",Proper Noun
0,"Blockchains, fundamentally, are banking because what they’re doing is allowing the transaction of value across networks … they’re doing it in an orthogonally different way,"" he said Wednesday in what may be his swan song in public office.",Meta Usage
0,"It was a swan song for a presidency whose legacy will be, above all else, the divisions he has sown; a coup de grâce after an attempted coup d’état.",bird song
1,"It was a swan song for a presidency whose legacy will be, above all else, the divisions he has sown; a coup de grâce after an attempted coup d’état.",final performance
0,"It was a swan song for a presidency whose legacy will be, above all else, the divisions he has sown; a coup de grâce after an attempted coup d’état.",Proper Noun
0,"It was a swan song for a presidency whose legacy will be, above all else, the divisions he has sown; a coup de grâce after an attempted coup d’état.",Meta Usage
0,The veteran striker had departed for what appeared to be a career swan song at the Los Angeles Galaxy just before a teenage Dalot arrived at Old Trafford three years ago.,bird song
1,The veteran striker had departed for what appeared to be a career swan song at the Los Angeles Galaxy just before a teenage Dalot arrived at Old Trafford three years ago.,final performance
0,The veteran striker had departed for what appeared to be a career swan song at the Los Angeles Galaxy just before a teenage Dalot arrived at Old Trafford three years ago.,Proper Noun
0,The veteran striker had departed for what appeared to be a career swan song at the Los Angeles Galaxy just before a teenage Dalot arrived at Old Trafford three years ago.,Meta Usage
0,The fact that Pompeo would even acknowledge comments comparing the U.S. to a “banana republic” — a term most often used to derisively describe military dictatorships in Latin America and Africa — was a sign that the events of Wednesday have caused significant damage to U.S. standing as a champion of democracy and human rights.,fruit republic
1,The fact that Pompeo would even acknowledge comments comparing the U.S. to a “banana republic” — a term most often used to derisively describe military dictatorships in Latin America and Africa — was a sign that the events of Wednesday have caused significant damage to U.S. standing as a champion of democracy and human rights.,politically unstable country
0,The fact that Pompeo would even acknowledge comments comparing the U.S. to a “banana republic” — a term most often used to derisively describe military dictatorships in Latin America and Africa — was a sign that the events of Wednesday have caused significant damage to U.S. standing as a champion of democracy and human rights.,Proper Noun
0,The fact that Pompeo would even acknowledge comments comparing the U.S. to a “banana republic” — a term most often used to derisively describe military dictatorships in Latin America and Africa — was a sign that the events of Wednesday have caused significant damage to U.S. standing as a champion of democracy and human rights.,Meta Usage
0,"Explaining the concerns of fellow CEOs outraged at what had occurred, Richard Edelman, head of a major public relations firm, said, “They don't like the idea America is a banana republic.”",fruit republic
1,"Explaining the concerns of fellow CEOs outraged at what had occurred, Richard Edelman, head of a major public relations firm, said, “They don't like the idea America is a banana republic.”",politically unstable country
0,"Explaining the concerns of fellow CEOs outraged at what had occurred, Richard Edelman, head of a major public relations firm, said, “They don't like the idea America is a banana republic.”",Proper Noun
0,"Explaining the concerns of fellow CEOs outraged at what had occurred, Richard Edelman, head of a major public relations firm, said, “They don't like the idea America is a banana republic.”",Meta Usage
0,"The history of the banana republic reminds us that the notion of the United States as a beacon of human rights and democracy is, for all too many across the globe, a lie.",fruit republic
1,"The history of the banana republic reminds us that the notion of the United States as a beacon of human rights and democracy is, for all too many across the globe, a lie.",politically unstable country
0,"The history of the banana republic reminds us that the notion of the United States as a beacon of human rights and democracy is, for all too many across the globe, a lie.",Proper Noun
0,"The history of the banana republic reminds us that the notion of the United States as a beacon of human rights and democracy is, for all too many across the globe, a lie.",Meta Usage
0,A banana republic is an unstable government that oversees an economy reliant on one industry.,fruit republic
1,A banana republic is an unstable government that oversees an economy reliant on one industry.,politically unstable country
0,A banana republic is an unstable government that oversees an economy reliant on one industry.,Proper Noun
0,A banana republic is an unstable government that oversees an economy reliant on one industry.,Meta Usage
0,"Beginning in August, Banana Republic is launching their new limited edition 'Mad Men' inspired collection.",fruit republic
0,"Beginning in August, Banana Republic is launching their new limited edition 'Mad Men' inspired collection.",politically unstable country
1,"Beginning in August, Banana Republic is launching their new limited edition 'Mad Men' inspired collection.",Proper Noun
0,"Beginning in August, Banana Republic is launching their new limited edition 'Mad Men' inspired collection.",Meta Usage
1,"Now, in his recent social media post, Salman has yet again left us amused with his hilarious caption while congratulating his dear friend Sadiq on his wedding anniversary.",marriage celebration
0,"Now, in his recent social media post, Salman has yet again left us amused with his hilarious caption while congratulating his dear friend Sadiq on his wedding anniversary.",Proper Noun
0,"Now, in his recent social media post, Salman has yet again left us amused with his hilarious caption while congratulating his dear friend Sadiq on his wedding anniversary.",Meta Usage
1,"Today, veteran actress Neetu Kapoor remembered Rishi on their 41stb wedding anniversary.",marriage celebration
0,"Today, veteran actress Neetu Kapoor remembered Rishi on their 41stb wedding anniversary.",Proper Noun
0,"Today, veteran actress Neetu Kapoor remembered Rishi on their 41stb wedding anniversary.",Meta Usage
1,"Meanwhile, several other Bollywood friends of Soha and Kunal have also extended warm greetings on their wedding anniversary.",marriage celebration
0,"Meanwhile, several other Bollywood friends of Soha and Kunal have also extended warm greetings on their wedding anniversary.",Proper Noun
0,"Meanwhile, several other Bollywood friends of Soha and Kunal have also extended warm greetings on their wedding anniversary.",Meta Usage
1,"Family members said Dick and Shirley Meek, ages 89 and 87, dropped their guard to celebrate their 70th wedding anniversary on December 22.",marriage celebration
0,"Family members said Dick and Shirley Meek, ages 89 and 87, dropped their guard to celebrate their 70th wedding anniversary on December 22.",Proper Noun
0,"Family members said Dick and Shirley Meek, ages 89 and 87, dropped their guard to celebrate their 70th wedding anniversary on December 22.",Meta Usage
0,"We do not want this 'bad apple' to taint the integrity of other PEZA enterprises and obliterate the gains and brand of excellence and in the regulatory role of PEZA over the past 25 years,"" noted Plaza.",awful apple
1,"We do not want this 'bad apple' to taint the integrity of other PEZA enterprises and obliterate the gains and brand of excellence and in the regulatory role of PEZA over the past 25 years,"" noted Plaza.",troublemaker
0,"We do not want this 'bad apple' to taint the integrity of other PEZA enterprises and obliterate the gains and brand of excellence and in the regulatory role of PEZA over the past 25 years,"" noted Plaza.",Proper Noun
0,"We do not want this 'bad apple' to taint the integrity of other PEZA enterprises and obliterate the gains and brand of excellence and in the regulatory role of PEZA over the past 25 years,"" noted Plaza.",Meta Usage
0,"But one thing is clear: the sexual abuse of immigration detainees is not an isolated problem, limited to one rogue facility or merely the result of a handful of bad apple government contractors who staff the nation’s immigration centers.",awful apple
1,"But one thing is clear: the sexual abuse of immigration detainees is not an isolated problem, limited to one rogue facility or merely the result of a handful of bad apple government contractors who staff the nation’s immigration centers.",troublemaker
0,"But one thing is clear: the sexual abuse of immigration detainees is not an isolated problem, limited to one rogue facility or merely the result of a handful of bad apple government contractors who staff the nation’s immigration centers.",Proper Noun
0,"But one thing is clear: the sexual abuse of immigration detainees is not an isolated problem, limited to one rogue facility or merely the result of a handful of bad apple government contractors who staff the nation’s immigration centers.",Meta Usage
0,Passan was one of the few men in the industry to take a stance beyond just labeling Porter another “bad apple.”,awful apple
1,Passan was one of the few men in the industry to take a stance beyond just labeling Porter another “bad apple.”,troublemaker
0,Passan was one of the few men in the industry to take a stance beyond just labeling Porter another “bad apple.”,Proper Noun
0,Passan was one of the few men in the industry to take a stance beyond just labeling Porter another “bad apple.”,Meta Usage
0,"The original material—“Last Minute Picker,” Can’t Escape,” “Reap What You Sow,” “Bad Apple,” and “Evil Thoughts,” in particular—find Volt varying the pacing while shifting from blustery boogie to insistent shuffles.",awful apple
0,"The original material—“Last Minute Picker,” Can’t Escape,” “Reap What You Sow,” “Bad Apple,” and “Evil Thoughts,” in particular—find Volt varying the pacing while shifting from blustery boogie to insistent shuffles.",troublemaker
1,"The original material—“Last Minute Picker,” Can’t Escape,” “Reap What You Sow,” “Bad Apple,” and “Evil Thoughts,” in particular—find Volt varying the pacing while shifting from blustery boogie to insistent shuffles.",Proper Noun
0,"The original material—“Last Minute Picker,” Can’t Escape,” “Reap What You Sow,” “Bad Apple,” and “Evil Thoughts,” in particular—find Volt varying the pacing while shifting from blustery boogie to insistent shuffles.",Meta Usage
0,"And so it was that on January 1, 1982, that the foot patrols returned and the Panda Car policy went gradually into reverse.",bear car
0,"And so it was that on January 1, 1982, that the foot patrols returned and the Panda Car policy went gradually into reverse.",police car
1,"And so it was that on January 1, 1982, that the foot patrols returned and the Panda Car policy went gradually into reverse.",Proper Noun
0,"And so it was that on January 1, 1982, that the foot patrols returned and the Panda Car policy went gradually into reverse.",Meta Usage
0,Police were alerted after the Ford Sierra was seen being driven in Wolsingham in the early hours and was later spotted by two officers in a panda car.,bear car
1,Police were alerted after the Ford Sierra was seen being driven in Wolsingham in the early hours and was later spotted by two officers in a panda car.,police car
0,Police were alerted after the Ford Sierra was seen being driven in Wolsingham in the early hours and was later spotted by two officers in a panda car.,Proper Noun
0,Police were alerted after the Ford Sierra was seen being driven in Wolsingham in the early hours and was later spotted by two officers in a panda car.,Meta Usage
0,Moments before the accident a police panda car had driven up behind the Sierra and activated its blue lights requiring the car to stop.,bear car
1,Moments before the accident a police panda car had driven up behind the Sierra and activated its blue lights requiring the car to stop.,police car
0,Moments before the accident a police panda car had driven up behind the Sierra and activated its blue lights requiring the car to stop.,Proper Noun
0,Moments before the accident a police panda car had driven up behind the Sierra and activated its blue lights requiring the car to stop.,Meta Usage
0,But this picture taken on this day 36 years ago shows when the doctrine went full circle the other way -- as Lancashire switched hundreds of officers to mobile patrols and pioneered the introduction of 'Panda Cars' in Britain.,bear car
1,But this picture taken on this day 36 years ago shows when the doctrine went full circle the other way -- as Lancashire switched hundreds of officers to mobile patrols and pioneered the introduction of 'Panda Cars' in Britain.,police car
0,But this picture taken on this day 36 years ago shows when the doctrine went full circle the other way -- as Lancashire switched hundreds of officers to mobile patrols and pioneered the introduction of 'Panda Cars' in Britain.,Proper Noun
0,But this picture taken on this day 36 years ago shows when the doctrine went full circle the other way -- as Lancashire switched hundreds of officers to mobile patrols and pioneered the introduction of 'Panda Cars' in Britain.,Meta Usage
0,"It is the message of grace…A grace   that pays the eager beaver who works all day long the same wages   as the grinning drunk who shows up at ten till five…A grace that   hikes up the robe and runs breakneck toward the prodigal reeking   of sin and wraps him up and decides to throw a party no ifs, ands,   or buts…This grace is indiscriminate compassion.",restless beaver
1,"It is the message of grace…A grace   that pays the eager beaver who works all day long the same wages   as the grinning drunk who shows up at ten till five…A grace that   hikes up the robe and runs breakneck toward the prodigal reeking   of sin and wraps him up and decides to throw a party no ifs, ands,   or buts…This grace is indiscriminate compassion.",hard worker
0,"It is the message of grace…A grace   that pays the eager beaver who works all day long the same wages   as the grinning drunk who shows up at ten till five…A grace that   hikes up the robe and runs breakneck toward the prodigal reeking   of sin and wraps him up and decides to throw a party no ifs, ands,   or buts…This grace is indiscriminate compassion.",Proper Noun
0,"It is the message of grace…A grace   that pays the eager beaver who works all day long the same wages   as the grinning drunk who shows up at ten till five…A grace that   hikes up the robe and runs breakneck toward the prodigal reeking   of sin and wraps him up and decides to throw a party no ifs, ands,   or buts…This grace is indiscriminate compassion.",Meta Usage
0,"Today two fresh faced eager beavers from the FBI showed up unannounced (obviously) on my doorstep thoroughly convinced that my clients have been trading on copious inside information,"" the email said.",restless beaver
1,"Today two fresh faced eager beavers from the FBI showed up unannounced (obviously) on my doorstep thoroughly convinced that my clients have been trading on copious inside information,"" the email said.",hard worker
0,"Today two fresh faced eager beavers from the FBI showed up unannounced (obviously) on my doorstep thoroughly convinced that my clients have been trading on copious inside information,"" the email said.",Proper Noun
0,"Today two fresh faced eager beavers from the FBI showed up unannounced (obviously) on my doorstep thoroughly convinced that my clients have been trading on copious inside information,"" the email said.",Meta Usage
0,"If you're the type of eager beaver who likes to get your taxes done early every year, you'll have to wait a bit longer than usual to file your 2020 return — until well after Groundhog Day, in fact.",restless beaver
1,"If you're the type of eager beaver who likes to get your taxes done early every year, you'll have to wait a bit longer than usual to file your 2020 return — until well after Groundhog Day, in fact.",hard worker
0,"If you're the type of eager beaver who likes to get your taxes done early every year, you'll have to wait a bit longer than usual to file your 2020 return — until well after Groundhog Day, in fact.",Proper Noun
0,"If you're the type of eager beaver who likes to get your taxes done early every year, you'll have to wait a bit longer than usual to file your 2020 return — until well after Groundhog Day, in fact.",Meta Usage
0,"Erin, determined to win back custody, takes a job as an exotic dancer at the Eager Beaver where she is protected by Shad (Rhames), the bouncer.",restless beaver
0,"Erin, determined to win back custody, takes a job as an exotic dancer at the Eager Beaver where she is protected by Shad (Rhames), the bouncer.",hard worker
1,"Erin, determined to win back custody, takes a job as an exotic dancer at the Eager Beaver where she is protected by Shad (Rhames), the bouncer.",Proper Noun
0,"Erin, determined to win back custody, takes a job as an exotic dancer at the Eager Beaver where she is protected by Shad (Rhames), the bouncer.",Meta Usage
0,"For International Week art projects, 3rd graders painted cherry blossom trees on rice paper, while 4th and 5th graders created art based on traditional meals in their families, district officials said.",paddy notepad
1,"For International Week art projects, 3rd graders painted cherry blossom trees on rice paper, while 4th and 5th graders created art based on traditional meals in their families, district officials said.",wrapper
0,"For International Week art projects, 3rd graders painted cherry blossom trees on rice paper, while 4th and 5th graders created art based on traditional meals in their families, district officials said.",Proper Noun
0,"For International Week art projects, 3rd graders painted cherry blossom trees on rice paper, while 4th and 5th graders created art based on traditional meals in their families, district officials said.",Meta Usage
0,"Hallmark referred to its offerings as ""international symbols of quality and good taste,"" and Wong's cards often came with foil borders, rice paper sleeves and other embellishments that justified their higher prices of 25 to 35 cents per card.",paddy notepad
1,"Hallmark referred to its offerings as ""international symbols of quality and good taste,"" and Wong's cards often came with foil borders, rice paper sleeves and other embellishments that justified their higher prices of 25 to 35 cents per card.",wrapper
0,"Hallmark referred to its offerings as ""international symbols of quality and good taste,"" and Wong's cards often came with foil borders, rice paper sleeves and other embellishments that justified their higher prices of 25 to 35 cents per card.",Proper Noun
0,"Hallmark referred to its offerings as ""international symbols of quality and good taste,"" and Wong's cards often came with foil borders, rice paper sleeves and other embellishments that justified their higher prices of 25 to 35 cents per card.",Meta Usage
0,"We did thousands of those realistic drawings of Hong Kong in pencil and charcoal on rice paper, but I would not call it photorealism, it is my impressionistic view of my memory with a twist,"" he wrote via email.",paddy notepad
