"Armed with his new fishing pole, Brody Sears is likely anxious to land another big one and have another big fish story to tell.",fish story
"It was an ambitious plan, not just because of the scale of the problem — more than 70 percent of Earth’s dry land area used for agriculture is degraded, and land covering 12 million hectares (equivalent to Bulgaria or Benin) is lost every year — but also because the pipeline of projects that a fund dedicated to land degradation could invest in was limited.",dry land
"Excited by the potential of uncovering ancient pasts, researchers and traditional custodians in Australia and beyond are stepping offshore to delve deeper into Indigenous histories, in search of sites that probably would have been destroyed or eroded if they lay on dry land.",dry land
"With bits of dry land jutting out here and there, the landscape looks like a vast archipelago.",dry land
"For example, in the data set, there was no difference between dry land and paddy land.",dry land
2 arrests in attack on famed San Francisco private eye Jack Palladino,private eye
"The private eye later played himself in ""The Insider,"" the 1999 Hollywood film about the case starring Al Pacino and Russell Crowe.",private eye
"The result is that Private Eye now has around 175,000 subscribers – more than ever before.",private eye
"With time running out, I finish off my Hislop interview with some quickfire questions about life at Private Eye and the editor's future at the magazine.",private eye
Bow Tie also encouraged patrons to reserve tickets and food and drink items online in advance or through its phone app and temporarily waive ticket service fees for online purchases.,bow tie
"While the popularity of ties has waxed and waned over the last few centuries, the bow tie business is strong in 2011, as the piece of apparel is fashionable for both formal and casual dress.",bow tie
Some university professors prefer bow ties because they don't fall into soup bowls or interfere with engineering equipment usage.,bow tie
"Running a bow tie business is similar to running other clothing businesses, though bow tie business owners or operations managers should always be looking for new opportunities to grow the business and expand into new markets.",bow tie
"Wear bow ties every day if you want to incorporate them into your entire business attire, or wear them infrequently if you prefer to use them as a fashion statement.",bow tie
The bow ties provide such a pleasing decorative accent that you might want to make several more to hang in other parts of the room to add both symmetry and visual interest to your decor.,bow tie
A Closed Book was filmed at Knebworth House in the UK.,closed book
Assessments will consist of two hour closed book examinations containing short answer questions requiring critical analysis of complex case studies as well as Multiple Choice Questions.,closed book
His release is just another chapter in a closed book on one part of Detroit’s storied history.,closed book
"Ordinarily I am a closed book, but writing enabled me to open up and in the process I discovered I was in fact not alone.",closed book
"To one who has not taken into account William James’s profound, unremitting and sincere sense of the ultimate nature and value of individuality, the philosophy of James will always remain a closed book.",closed book
"Sometimes when new mothers experience mental disorders, it leads to feelings of guilt about being “a failure” and the development of (usually unfounded) worries that it might lead to removal of the child.",mental disorder
"chief civilian director, wrote in the investigation's findings that the officers involved ""made observations and received information consistent with [the woman] being a person apparently suffering from a mental disorder and in danger of harming herself"" and were justified in their decision to apprehend her and take her to hospital for evaluation.",mental disorder
One of those circumstances is if the offender has a serious physical or mental disorder or disability and is being held in the treatment facility operated by the department until they may be placed in a similar treatment setting outside the department.,mental disorder
"They note that the associations were observed in both genders and in all age groups, although a stronger association was found between mental disorders and mortality in the youngest vs the oldest cohort.",mental disorder
"After graduating from The School of Visual Arts in New York, Sellitti moved to Los Angeles, where he interned for Bryan Singer's production company, 'Bad Hat Harry' as well as Steven Spielberg's company, 'Dreamworks.'",bad hat
What we call a bad knife is a good knife not good enough for us; what we call a bad hat is a good hat not good enough for us; what we call bad cookery is good cookery not good enough for us; what we call a bad civilization is a good civilization not good enough for us.,bad hat
"Here is the stone; the stone came from the goose, and the goose came from Mr. Henry Baker, the gentleman with the bad hat and all the other characteristics with which I have bored you.",bad hat
The moral character of a bad hat is secondary.,bad hat
This life vest offers immediate protection.,life vest
"The footage showed a life vest being placed around the driver as he was moved from the roof, through the water and onto the trailer of the tractor.",life vest
He is a proverbial life vest that has pulled so many people through in times of despair during these extended periods of remote learning.,life vest
"Let the Word of God be our life vest to keep us afloat, so as not to drown.",life vest
"The Alpha Squids mailing list, which allows Beal to send 450 squidlings email about upcoming events, exists at a bizarre crossroads of the San Francisco underground scene.",mailing list
"There are various examples of how companies can do this, including committing to planting a tree when a consumer joins a mailing list or adding a QR code to a coffee cup, which can be scanned to offset the carbon footprint of that cup.",mailing list
"The directory, mailing list and other publishers market is segmented into directory and mailing list and other publishers.",mailing list
"The whole mailing list thing came about because with shows nowhere in sight, I wanted to figure out a way to maintain a connection with our fans,"" explains Fatties drummer Jordan Duttinger (who also runs local tape label Godless America).",mailing list
"At corner of the bar at Coaches Tavern, a large decal sporting the mayor’s face reads, “Reserved for Mayor Joe Hogsett,” where at midday today there was plenty of elbow room at the foot rail as Sutton awaited confirmation that the Big Ten men were coming next month.",elbow room
"For Amazing Northern Michigan Homes, Whitney Amann and photojournalist Jeremy Erickson take us to a stunning family home in Kingsley with plenty of barn wood details and vintage accents, not to mention an abundance of elbow room inside and out.",elbow room
"The significant decline in filings last year gave courts ""some elbow room"" as they adjusted to the pandemic, aided greatly by the use of video and audio technology to conduct business remotely, Miller said.",elbow room
"The 1st Circuit Court of Appeals previously decided in support of law enforcement regarding Caniglia v Strom, writing, ""At its core, the community caretaking doctrine is designed to give police elbow room to take appropriate action when unforeseen circumstances present some transient hazard that requires immediate attention.""",elbow room
"Giving an update on the incident on Monday, Babandede explained that the fire disrupted the call centre operations, which he noted, received about 10,000 phone inquiries on passport and visa from all over the world daily.",call centre
"Hasim used to give one SIM card to its rightful owner while the second SIM card was delivered to Kumar and Nandan for use in the call centre,” the officer added.",call centre
"With a staff of about 650 people at the call centre, MacNeil said chances are that most of them know someone who may have needed to access either fund.",call centre
"It's such a sign of the morale here at the call centre that each year they pick a charity they would like to help to support and they raise the money themselves and we are honoured that it is the hospital foundation this year.""",call centre
"One of the accused, Mohammad Tauqueer Kidwai, present at the spot, accepted that he was the owner of the call centre and also runs a property and a travel agency, the officer said.",call centre
What would be your dream ticket to a sporting event in 2021?,dream ticket
"But if the tantalising dream ticket of two ""Basque Clasico"" Copa finals in 14 April days can come off then the temperature, never mind that Sevilla can be rainy around Easter, will be absolutely fever pitch.",dream ticket
The dominant performance earned Morans the dream ticket to the second phase of the qualifiers where Kenya is now one win away from making it to the Afrobasket finals.,dream ticket
"Una’s Dream Ticket   Tyrone Productions   133 Capel Street,   Dublin 1.",dream ticket
"Sacred Cow probes the fundamental moral, environmental and nutritional quandaries we face in raising and eating animals.",sacred cow
"The term, “sacred cow,” has its origins in Hinduism, but it is commonly used in Christian circles to describe those elements of church life that have been elevated to such a high level of importance that they cannot be touched, criticized, changed or removed.",sacred cow
"In another post, he said: 'Our NHS is treated as a sacred cow and cannot be criticised.",sacred cow
"Stalwarts such as skipper Hlompho Kekana (three starts, two sub appearances), and Tebogo Langerman and Sibusiso Vilakazi (two sub appearances each) have been stripped of their sacred cow status.",sacred cow
"Above all, sacred cows are not essential to the fundamentals of Christianity, but people treat them as if they are.",sacred cow
That was one of the points raised during a panel discussion on disability insurance at today’s NAILBA Engage virtual event.,disability insurance
"The basic dynamics of the Disability Insurance market have been studied and stress is put upon the various influential factors such as the constraints, opportunities, strengths, and weaknesses.",disability insurance
Search for a group disability insurance plan as group plans tend to cost less than private disability insurance plans.,disability insurance
"The Department of Education says, ""If we have received information from the Social Security Administration (SSA) indicating that you are receiving Social Security Disability Insurance (SSDI) or Supplemental Security Income (SSI) benefits and that your next scheduled disability review will be within 5 to 7 years from the date of your most recent SSA disability determination, we will contact you and explain how you may apply for a TPD discharge, but you will not need to submit documentation of your SSA disability determination.",disability insurance
"When asked, 52% of the people Allsup has helped apply for Social Security Disability Insurance say they intend to return to work once their condition improves.",disability insurance
"The news was purposefully announced on UN World Day for Cultural Diversity for Dialogue and Development, which works perfectly considering the crayons have been dubbed ""Colors of the World"" by the brand and are said to mirror over 40 skin tones across the world.",skin tone
"Meeting the needs of everybody of any age or race or skin tone or hair type"" is core to Ulta's business.",skin tone
"Zozoglass"", a pair of spectacles covered with colour swatches and markers, detects skin tone when scanned with a smartphone for tailored cosmetics recommendations on Zozotown, Japan's biggest online fashion site.",skin tone
The analysis of top 10 teams showed higher false positive rates for females with dark skin tone and for samples where both individuals wear glasses.,skin tone
"An administrative assistant who worked as the senior Giallonardo’s personal assistant for six months witnessed him boasting about a sexual encounter with an underage girl while abroad and was asked to find her boss sexual partners on a site for “women who would have sex for compensation,” billed as “The Official Sugar Daddy Site.”",sugar daddy
"In recent years, college students have also turned to sugar daddies to pay for their education by signing up on sugar daddy websites specifically designed to find these types of relationships.",sugar daddy
"At a time when many cities have undertaken Vision Zero campaigns to eliminate traffic fatalities, and made a move toward “complete street” design — which takes cyclists and pedestrians as much into account as it does the movement of cars — it’s time for the U.S. Department of Transportation, newly helmed by Pete Buttigieg, to catch up and not simply function as a sugar daddy for highways.",sugar daddy
"In January of 2020, the Wichita County District Attorney’s Office interviewed Bell, who reportedly told investigators she met Patterson on what she described as a “Sugar Daddy” website.",sugar daddy
"I eventually went on a couple of dates and decided to go with a sugar daddy in his sixties because he agreed to two dates a month, monthly tuition payments, and a monthly cash allowance.",sugar daddy
"Such was the excitement he felt the night before his wedding day, William decided to surprise fans by going on a walkabout to shake hands with those camped out.",wedding day
"Branch has a number of tips that will make the wedding day itself run more smoothly and if there’s one aspect that I’d stress, it’s the need to make sure that you don’t find yourself formatting memory cards while shooting.",wedding day
"My heart was racing and I was so giddy to finally see Matt, and when he turned around to see me for the first time on our wedding day, we were both instantly filled with tears,"" the bride, Eleanor McLaughlin, said of the first look moment.",wedding day
"As an experienced media team, they understand the importance of your wedding day and have a passion for capturing emotion and showcasing real wedding stories.",wedding day
Their rustic fall wedding day big day was full of charm and gorgeous greenery.,wedding day
"She added: ""Although I will feel sad that I can’t go along to the church to relive our wedding day on what would have been our 70th anniversary, it makes me happy to know ‘our’ lovely church is going to rise from the ashes and be restored to its former glory.",wedding day
Hart hopes this will just be the beginning of a many years of Valentine's elopement wedding days.,wedding day
The U.S. minister in Tehran handed out a public statement claiming that the United States had tried its best to get Persia included in the Paris Peace Conference.,peace conference
"I will leave you to fight yourselves until one section runs from the other,"" Kiir said Wednesday while addressing a peace conference for Jonglei and Pibor in Juba.",peace conference
The first one is the initiative made by Palestinian President Mahmoud Abbas to convene an international peace conference.,peace conference
"He went on to express support for the proposed international peace conference, and urged the parties to abstain from unilateral actions that could compromise the possibility of relaunching the peace process.",peace conference
"Several speakers, including the representative of Afghanistan, said States must lend robust support to the peace process and the proposed international peace conference, with a view to advancing along the road towards a two-State solution.",peace conference
"The think tank concludes that Xi, who abolished presidential term limits in 2018, now wields ""exclusive control"" over the PLA.",think tank
"Research by the think tank suggests establishing 11 civil service “clusters” across the North could bring £3bn of growth to the region, while polling shows 70 per cent of voters would support the move.",think tank
"It is a strategic priority of Colorado Christian University to impact our culture in support of traditional family values, sanctity of life, compassion for the poor, Biblical view of human nature, limited government, personal freedom, free markets, natural law, original intent of the Constitution and Western civilization,"" the Lakewood think tank states in its priority package.",think tank
"Apart from the exports, the British think tank also said that import growth picked up in December too, resulting in faster growth in Q4 compared to the previous quarter.",think tank
"Members of the media are invited to speak with Michael Wilson on his background and how he developed The Think Tank, as well as on education trends, by utilizing the contact information below.",think tank
"On July 30, 2015, The Cadets revealed new uniforms, which were black with silver lining.",silver lining
"In some ways, there was a bit of a silver lining with that, because it was really wonderful having them be able to participate.”",silver lining
"However, some locals believe a silver lining could be on the horizon as support for their homegrown businesses reaches new levels.",silver lining
"But she also agreed that seeing cancer's silver lining would not necessarily buffer people from the ""existential stress"" of the diagnosis, or daily stresses, like trying to maintain a job and pay the bills.",silver lining
"The silver lining this year especially for the hotels in Metro Manila, as you know, is the OFWs and balikbayans.",silver lining
"Stinson released his debut solo album, Village Gorilla Head in 2004 and subsequently joined Soul Asylum for the completion of their album The Silver Lining, and was a member of the band for the album's tour in 2006 before joining them as a permanent member until 2011.",silver lining
"Custer County Commissioner Mark Hartman has previously said he ""doesn’t want the courthouse to be a sitting duck for bad actors who may come to the courthouse to cause problems,"" the Custer County Chronicle reported in November.",sitting duck
"It made you pretty much a sitting duck,"" she recalled.",sitting duck
"There were three eggs in the inaccessible cliff-nest, and he brought me one, which I tried in vain to hatch under a sitting duck.",sitting duck
"The Estonian Gauchos and a late incarnation of Sitting Duck also included another future Camper Van Beethoven member, bassist Victor Krummenacher, whose joining allowed Lowery to switch to rhythm guitar.",sitting duck
"The danger in this episode is brought on by a hematoma, what is more commonly referred to as a ""bump"" or ""goose egg"" after hitting your head.",goose egg
"Milwaukee County, the only county without a documented nest, nearly erased that goose egg in 2020 until a volunteer discovered a nest less than a quarter-mile outside the county line.",goose egg
"From there, the question was whether Markstrom could record the goose egg against his former team.",goose egg
"But the sophomore forward just did not have his best stuff against the Tar Heels this time around, laying a goose egg in the first half before eventually fouling out with just over four minutes left to play.",goose egg
"If the Rams continue to compete for playoff berths and to win playoff games (Goff won three in the last three seasons, to go with Stafford's goose egg in a dozen), it will be fair to conclude that Stafford was trapped in a spot where the mess around him kept him from thriving.",goose egg
They call it the Loan Shark Prevention Act.,loan shark
"Lightbody noted that many players had been banned from casinos by BCLC by 2015, including notorious loan shark and Silver International associate Paul King Jin (who continued to provide cash to gamblers and even met with Gateway Casino officials about a land deal while banned, according to GPEB records).",loan shark
"From former U.S. Secretary of State Rex Tillerson’s address at the Center for Strategic and International Studies in 2017 to the comments of U.S. Vice President Mike Pence at the Asia Pacific Economic Cooperation summit (APEC) in 2018, criticism of China’s Belt and Road projects have revolved around the nature of contracts and alleged predatory lending or perceived “loan shark” practices.",loan shark
"In some cases the loan sharks have been known to take items as security including passports, driving licences and even bank or post office cards with the PIN in order to withdraw directly from borrowers' accounts.",loan shark
"It said he was obsessed with collecting his payments for personal appearances in cash, evading paying income tax, having numerous sexual encounters with women other than his wife, never picking up a check, consorting with Mafia figures, and loaning more than $100,000 to finance a Cleveland loan shark.",loan shark
